5E+11,-6.343523893,2.760527876,3.605897191,3.605897191,3.783415023,3.266106651
5.00625E+11,-2.896792728,9.467414571,9.451551835,9.451551835,9.099236543,10.41917486
5.0125E+11,-5.108785181,2.764290025,3.428776794,3.428776794,3.711670675,4.391353107
5.01875E+11,-4.820844972,4.679888329,2.065727225,2.065727225,1.23621884,2.071506768
5.025E+11,2.627637467,5.532440831,5.513204019,5.513204019,5.661697298,6.431253332
5.03125E+11,3.684630395,2.107688392,2.716854439,2.716854439,1.856459085,0.697834397
5.0375E+11,-2.148664089,-1.561564373,-1.578618787,-1.578618787,-2.175378966,-1.332780279
5.04375E+11,-6.351666674,-0.16864869,-0.630840369,-0.630840369,-0.224329866,-0.243817293
5.05E+11,2.126816514,0.369027253,0.702348506,0.702348506,0.690567523,0.530196762
5.05625E+11,1.908128431,1.384965267,1.498767634,1.498767634,1.243201247,1.163088963
5.0625E+11,0.166955196,2.100556408,2.449778607,2.449778607,1.73742871,1.729929095
5.06875E+11,-5.264245947,-7.369128409,-6.65520089,-6.65520089,-11.37394465,-8.266440575
5.075E+11,1.433194694,-3.152209246,-3.118518647,-3.118518647,-3.074046858,-2.832422939
5.08125E+11,2.183093395,-0.257201394,-0.273996346,-0.273996346,-0.239371063,-0.324842275
5.0875E+11,-0.676230269,0.975471054,1.32362672,1.32362672,0.728098778,1.243178548
5.09375E+11,-1.426622686,0.810471359,0.844360941,0.844360941,0.697268549,-0.203254506
5.1E+11,0.176091483,-0.024429577,0.799244492,0.799244492,0.398468016,0.131279889
5.10625E+11,-0.00086577,0.009680481,0.00739575,0.00739575,0.005866085,0.006774802
5.1125E+11,-0.34037795,-0.602352049,-0.516304366,-0.516304366,-0.638782471,-0.41134754
5.11875E+11,-2.352863878,0.102778854,0.591753528,0.591753528,0.139437646,0.512587374
5.125E+11,-1.76066708,1.446994843,0.436895423,0.436895423,0.797133673,0.93793022
5.13125E+11,0.316448496,-2.154754391,-0.287018528,-0.287018528,-0.547936852,-1.880694046
5.1375E+11,-0.402560569,-15.10040538,-9.15176481,-9.15176481,-9.332258505,-6.978520984
5.14375E+11,-1.642677639,-2.823449297,-2.694036371,-2.694036371,-2.378646984,-2.345448672
5.15E+11,-1.242423676,0.121926831,-0.071601616,-0.071601616,-0.226842234,0.122892449
5.15625E+11,0.549135055,0.992681901,1.368512751,1.368512751,0.542451635,0.625797587
5.1625E+11,0.392119704,0.412414397,0.526960636,0.526960636,0.203303617,0.078323288
5.16875E+11,-1.393810174,2.246020174,2.343451974,2.343451974,0.865949624,0.811686001
5.175E+11,1.072193419,-1.516930916,-2.290659443,-2.290659443,-1.027303714,-1.220252287
5.18125E+11,1.562531476,-0.181653869,-0.292553756,-0.292553756,-0.2239819,-0.393096972
5.1875E+11,0.532119287,0.222516983,0.407994487,0.407994487,0.081440382,0.571448715
5.19375E+11,-0.491461311,1.457115186,2.052265564,2.052265564,1.693877868,0.627611507
5.2E+11,-0.588158826,1.373992958,2.879236464,2.879236464,0.673559596,0.502740689
5.20625E+11,-2.950783034,3.39100289,3.189096058,3.189096058,7.017407072,7.84249326
5.2125E+11,-6.509831699,0.361159707,0.117718644,0.117718644,0.972858085,1.126676957
5.21875E+11,-5.970418269,0.223250073,0.245160117,0.245160117,0.546150448,0.581984398
5.225E+11,-12.63169829,0.56684457,0.787565347,0.787565347,0.527605948,0.389805712
5.23125E+11,-9.361663239,2.318528122,2.249934221,2.249934221,2.152837471,2.153175533
5.2375E+11,-3.689443942,1.606101198,1.609084726,1.609084726,1.423465456,1.426212896
5.24375E+11,-6.31731455,3.270541985,3.445087425,3.445087425,2.836645642,2.732273091
5.25E+11,-10.40263369,3.584658355,4.120571402,4.120571402,3.161722506,2.839631043
